,Trade Name,Generic/Proper Name(s),Active Ingredient(s),DICT _ Concern,Standardized_SMILES,Standardized_InChI,DICTrank,name,Cardiotoxicity,CT label
196,mirtazapine,mirtazapine,mirtazapine,most,C[NH+]1CC[NH+]2c3ncccc3Cc3ccccc3C2C1,"InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3/p+2",1,mirtazapine,Arrhythmia,wp
197,,astemizole,astemizole,most,COc1ccc(CC[NH+]2CCC(N=c3[n-]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,"InChI=1S/C28H30FN4O/c1-34-25-12-8-21(9-13-25)14-17-32-18-15-24(16-19-32)30-28-31-26-4-2-3-5-27(26)33(28)20-22-6-10-23(29)11-7-22/h2-13,24H,14-20H2,1H3/q-1/p+1",1,astemizole,Arrhythmia,Withdraw
198,tetrabenazine,tetrabenazine,tetrabenazine,most,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)C[NH+]1CC2,"InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3/p+1",1,tetrabenazine,Mixed,wp
199,invirase,saquinavir mesylate,saquinavir mesylate,most,CC(C)(C)NC(=O)C1CC2CCCCC2C[NH+]1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,"InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)/p+1",1,saquinavir mesylate,Mixed,wp
200,droperidol,droperidol,droperidol,most,O=C(CCC[NH+]1CC=C(n2c(=O)[n-]c3ccccc32)CC1)c1ccc(F)cc1,"InChI=1S/C22H22FN3O2/c23-17-9-7-16(8-10-17)21(27)6-3-13-25-14-11-18(12-15-25)26-20-5-2-1-4-19(20)24-22(26)28/h1-2,4-5,7-11H,3,6,12-15H2,(H,24,28)",1,droperidol,Arrhythmia,bw
201,rozlytrek,entrectinib,entrectinib,most,C[NH+]1CCN(c2ccc(C(=O)N=c3[n-][n-]c4ccc(Cc5cc(F)cc(F)c5)cc34)c([NH2+]C3CCOCC3)c2)CC1,"InChI=1S/C31H32F2N6O2/c1-38-8-10-39(11-9-38)25-3-4-26(29(19-25)34-24-6-12-41-13-7-24)31(40)35-30-27-17-20(2-5-28(27)36-37-30)14-21-15-22(32)18-23(33)16-21/h2-5,15-19,24H,6-14H2,1H3,(H-2,34,35,36,37,40)/q-2/p+2",1,entrectinib,Mixed,wp
202,fluconazole,fluconazole,fluconazole,most,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",1,fluconazole,Arrhythmia,wp
203,almotriptan,almotriptan,almotriptan malate,most,C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)[NH+]3CCCC3)cc12,"InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3/p+2",1,almotriptan,Mixed,wp
204,efavirenz,efavirenz,efavirenz,most,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)",1,efavirenz,Arrhythmia,wp
205,,cisapride,cisapride,most,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](CCCOc2ccc(F)cc2)CC1OC,"InChI=1S/C23H29ClFN3O4/c1-30-21-13-19(26)18(24)12-17(21)23(29)27-20-8-10-28(14-22(20)31-2)9-3-11-32-16-6-4-15(25)5-7-16/h4-7,12-13,20,22H,3,8-11,14,26H2,1-2H3,(H,27,29)/p+1",1,cisapride,Arrhythmia,Withdraw
206,tafinlar,dabrafenib,dabrafenib mesylate,most,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2cc[n-]c(=N)n2)s1,"InChI=1S/C23H19F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H-,27,28,29)/q-1",1,dabrafenib,Heart Damage,wp
207,daypro,oxaprozin,oxaprozin,most,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,"InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)/p-1",1,oxaprozin,Heart Damage,bw
208,exkivity,mobocertinib,mobocertinib,most,C=CC(=O)Nc1cc(N=c2nc(-c3cn(C)c4ccccc34)c(C(=O)OC(C)C)c[n-]2)c(OC)cc1N(C)CC[NH+](C)C,"InChI=1S/C32H39N7O4/c1-9-29(40)34-24-16-25(28(42-8)17-27(24)38(6)15-14-37(4)5)35-32-33-18-22(31(41)43-20(2)3)30(36-32)23-19-39(7)26-13-11-10-12-21(23)26/h9-13,16-20H,1,14-15H2,2-8H3,(H2,33,34,35,36,40,41)",1,mobocertinib,Mixed,bw
209,vyvanse,lisdexamfetamine dimesylate,lisdexamfetamine dimesylate,most,CC(Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+],"InChI=1S/C15H25N3O/c1-12(11-13-7-3-2-4-8-13)18-15(19)14(17)9-5-6-10-16/h2-4,7-8,12,14H,5-6,9-11,16-17H2,1H3,(H,18,19)/p+2",1,lisdexamfetamine dimesylate,Mixed,wp
210,foscavir,foscarnet sodium,foscarnet sodium,most,O=C([O-])[P](=O)(=O)O,"InChI=1S/CH2O5P/c2-1(3)7(4,5)6/h(H,2,3)(H,4,5,6)/p-1",1,foscarnet sodium,Arrhythmia,wp
211,olinvyk,oliceridine,oliceridine,most,COc1ccsc1C[NH2+]CCC1(c2ccccn2)CCOC2(CCCC2)C1,"InChI=1S/C22H30N2O2S/c1-25-18-7-15-27-19(18)16-23-13-10-21(20-6-2-5-12-24-20)11-14-26-22(17-21)8-3-4-9-22/h2,5-7,12,15,23H,3-4,8-11,13-14,16-17H2,1H3/p+1",1,oliceridine,Mixed,wp
212,technetium tc 99m sestamibi,technetium tc 99m sestamibi,tetrakis(2-methoxyisobutylisocyanide)copper(i) tetrafluoroborate,most,[C-]#[N+]CC(C)(C)OC,"InChI=1S/C6H11NO/c1-6(2,8-4)5-7-3/h5H2,1-2,4H3",1,technetium tc 99m sestamibi,Mixed,wp
213,clozapine,clozapine,clozapine,most,C[NH+]1CCN(C2=[NH+]c3cc(Cl)ccc3Nc3ccccc32)CC1,"InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3/p+2",1,clozapine,Mixed,bw
214,erleada,apalutamide,apalutamide,most,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)",1,apalutamide,Heart Damage,wp
215,daurismo,glasdegib,glasdegib,most,C[NH+]1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1c1nc2ccccc2[n-]1,"InChI=1S/C21H22N6O/c1-27-11-10-16(24-21(28)23-15-8-6-14(13-22)7-9-15)12-19(27)20-25-17-4-2-3-5-18(17)26-20/h2-9,16,19H,10-12H2,1H3,(H3,23,24,25,26,28)",1,glasdegib,Arrhythmia,wp
216,carvedilol,carvedilol,carvedilol,most,COc1ccccc1OCC[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,"InChI=1S/C24H26N2O4/c1-28-21-10-4-5-11-22(21)29-14-13-25-15-17(27)16-30-23-12-6-9-20-24(23)18-7-2-3-8-19(18)26-20/h2-12,17,25-27H,13-16H2,1H3/p+1",1,carvedilol,Mixed,wp
217,tacrolimus,tacrolimus; tacrolimus capsules,tacrolimus,most,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)[NH+]3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,"InChI=1S/C44H69NO12/c1-10-13-31-19-25(2)18-26(3)20-37(54-8)40-38(55-9)22-28(5)44(52,57-40)41(49)42(50)45-17-12-11-14-32(45)43(51)56-39(29(6)34(47)24-35(31)48)27(4)21-30-15-16-33(46)36(23-30)53-7/h10,19,21,25-26,28-30,32-34,36-40,46-47,52H,1,11-18,20,22-24H2,2-9H3/p+1",1,tacrolimus; tacrolimus capsules,Mixed,wp
218,imatinib mesylate,imatinib mesylate,imatinib mesylate,most,Cc1ccc(NC(=O)c2ccc(C[NH+]3CC[NH+](C)CC3)cc2)cc1N=c1nc(-c2cccnc2)cc[n-]1,"InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H2,31,32,33,34,37)/p+1",1,imatinib mesylate,Heart Damage,wp
219,fanapt,iloperidone,iloperidone,most,COc1cc(C(C)=O)ccc1OCCC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3/p+1",1,iloperidone,Mixed,wp
220,ketek,telithromycin,telithromycin,most,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2[NH+](CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,"InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3/p+2",1,telithromycin,Arrhythmia,wp
221,ranolazine,ranolazine,ranolazine,most,COc1ccccc1OCC(O)C[NH+]1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1,"InChI=1S/C24H33N3O4/c1-18-7-6-8-19(2)24(18)25-23(29)16-27-13-11-26(12-14-27)15-20(28)17-31-22-10-5-4-9-21(22)30-3/h4-10,20,28H,11-17H2,1-3H3,(H,25,29)/p+2",1,ranolazine,Arrhythmia,wp
222,pradaxa,dabigatran etexilate mesylate,dabigatran etexilate mesylate,most,CCCCCCOC(=O)[NH+]=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,"InChI=1S/C34H41N7O5/c1-4-6-7-10-21-46-34(44)39-32(35)24-12-15-26(16-13-24)37-23-30-38-27-22-25(14-17-28(27)40(30)3)33(43)41(20-18-31(42)45-5-2)29-11-8-9-19-36-29/h8-9,11-17,19,22,37H,4-7,10,18,20-21,23H2,1-3H3,(H2,35,39,44)/p+1",1,dabigatran etexilate mesylate,Heart Damage,wp
223,bromocriptine mesylate,bromocriptine mesylate,bromocriptine mesylate,most,CC(C)CC1C(=O)[NH+]2CCCC2C2(O)OC(NC(=O)C3=CC4c5cccc6[nH]c(Br)c(c56)CC4[NH+](C)C3)(C(C)C)C(=O)[NH+]12,"InChI=1S/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-17,20,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)/p+3",1,bromocriptine mesylate,Heart Damage,wp
224,rinvoq,upadacitinib,upadacitinib,most,CCC1C[NH+](C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12,"InChI=1S/C17H19F3N6O/c1-2-10-7-25(16(27)24-9-17(18,19)20)8-11(10)13-5-22-14-6-23-15-12(26(13)14)3-4-21-15/h3-6,10-11,21H,2,7-9H2,1H3,(H,24,27)/p+1",1,upadacitinib,Heart Damage,bw
225,tavalisse,fostamatinib,fostamatinib,most,COc1cc(N=c2nc(N=c3ccc4c([n-]3)N(CO[P](=O)(=O)O)C(=O)C(C)(C)O4)c(F)c[n-]2)cc(OC)c1OC,"InChI=1S/C23H23FN6O9P/c1-23(2)21(31)30(11-38-40(32,33)34)20-14(39-23)6-7-17(28-20)27-19-13(24)10-25-22(29-19)26-12-8-15(35-3)18(37-5)16(9-12)36-4/h6-10H,11H2,1-5H3,(H-2,25,26,27,28,29,32,33,34)/q-2",1,fostamatinib,Heart Damage,wp
226,signifor lar,pasireotide,pasireotide,most,[NH3+]CCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCC[NH3+])C[NH+]2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,"InChI=1S/C58H66N10O9/c59-27-13-12-22-46-52(69)64-47(30-38-23-25-42(26-24-38)76-36-39-16-6-2-7-17-39)53(70)66-49(31-37-14-4-1-5-15-37)57(74)68-35-43(77-58(75)61-29-28-60)33-50(68)55(72)67-51(40-18-8-3-9-19-40)56(73)65-48(54(71)63-46)32-41-34-62-45-21-11-10-20-44(41)45/h1-11,14-21,23-26,34,43,46-51,62H,12-13,22,27-33,35-36,59-60H2,(H,61,75)(H,63,71)(H,64,69)(H,65,73)(H,66,70)(H,67,72)/p+3",1,pasireotide,Arrhythmia,wp
227,dipyridamole,dipyridamole,dipyridamole,most,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,"InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",1,dipyridamole,Mixed,wp
228,conray,iothalamate meglumine,iothalamate meglumine,most,C[NH2+]CC(O)C(O)C(O)C(O)CO,"InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3/p+1",1,iothalamate meglumine,Mixed,wp
229,,buflomedil,buflomedil,most,COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,"InChI=1S/C17H25NO4/c1-20-13-11-15(21-2)17(16(12-13)22-3)14(19)7-6-10-18-8-4-5-9-18/h11-12H,4-10H2,1-3H3/p+1",1,buflomedil,Arrhythmia,Withdraw
230,cotellic,cobimetinib,cobimetinib fumarate,most,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[NH+]1CC(O)(C2CCCC[NH2+]2)C1,"InChI=1S/C21H21F3IN3O2/c22-14-6-5-13(19(18(14)24)27-16-7-4-12(25)9-15(16)23)20(29)28-10-21(30,11-28)17-3-1-2-8-26-17/h4-7,9,17,26-27,30H,1-3,8,10-11H2/p+2",1,cobimetinib,Heart Damage,wp
231,xtandi,enzalutamide,enzalutamide,most,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",1,enzalutamide,Heart Damage,wp
232,multihance,gadobenate dimeglumine,gadobenate dimeglumine,most,O=C([O-])C[NH+](CC[NH+](CC(=O)[O-])CC(=O)[O-])CC[NH+](CC(=O)[O-])C(COCc1ccccc1)C(=O)[O-],"InChI=1S/C22H31N3O11/c26-18(27)10-23(6-7-24(11-19(28)29)12-20(30)31)8-9-25(13-21(32)33)17(22(34)35)15-36-14-16-4-2-1-3-5-16/h1-5,17H,6-15H2,(H,26,27)(H,28,29)(H,30,31)(H,32,33)(H,34,35)/p-2",1,gadobenate dimeglumine,Arrhythmia,wp
233,inlyta,axitinib,axitinib,most,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[n-]nc2c1,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H2,23,24,25,26,27)/p-1",1,axitinib,Heart Damage,wp
234,nexavar,sorafenib,sorafenib,most,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",1,sorafenib,Mixed,wp
235,lexiscan(r) (regadenoson),lexiscan(r) (regadenoson),regadenoson,most,CNC(=O)c1cnn(-c2nc(=N)c3ncn(C4OC(CO)C(O)C4O)c3[n-]2)c1,"InChI=1S/C15H18N8O5/c1-17-13(27)6-2-19-23(3-6)15-20-11(16)8-12(21-15)22(5-18-8)14-10(26)9(25)7(4-24)28-14/h2-3,5,7,9-10,14,24-26H,4H2,1H3,(H3,16,17,20,21,27)/p-1",1,lexiscan(r) (regadenoson),Mixed,wp
236,sumatriptan succinate,sumatriptan succinate,sumatriptan succinate,most,CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3/p+1",1,sumatriptan succinate,Mixed,wp
237,fotivda,tivozanib,tivozanib hydrochloride,most,COc1cc2nccc(Oc3ccc(NC(=O)N=c4cc(C)o[n-]4)c(Cl)c3)c2cc1OC,"InChI=1S/C22H19ClN4O5/c1-12-8-21(27-32-12)26-22(28)25-16-5-4-13(9-15(16)23)31-18-6-7-24-17-11-20(30-3)19(29-2)10-14(17)18/h4-11H,1-3H3,(H2,25,26,27,28)/p-1",1,tivozanib,Heart Damage,wp
238,osphena,ospemifene,ospemifene,most,OCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,"InChI=1S/C24H23ClO2/c25-16-15-23(19-7-3-1-4-8-19)24(20-9-5-2-6-10-20)21-11-13-22(14-12-21)27-18-17-26/h1-14,26H,15-18H2",1,ospemifene,Heart Damage,wp
239,tradjenta,linagliptin,linagliptin,most,CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,"InChI=1S/C25H28N8O2/c1-4-5-13-32-21-22(29-24(32)31-12-8-9-17(26)14-31)30(3)25(35)33(23(21)34)15-20-27-16(2)18-10-6-7-11-19(18)28-20/h6-7,10-11,17H,8-9,12-15,26H2,1-3H3/p+1",1,linagliptin,Heart Damage,wp
240,,encainide,encainide,most,COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,"InChI=1S/C22H28N2O2/c1-24-16-6-5-8-19(24)13-10-17-7-3-4-9-21(17)23-22(25)18-11-14-20(26-2)15-12-18/h3-4,7,9,11-12,14-15,19H,5-6,8,10,13,16H2,1-2H3,(H,23,25)/p+1",1,encainide,Arrhythmia,Withdraw
241,idhifa,enasidenib mesylate,enasidenib mesylate,most,CC(C)(O)CN=c1[n-]c(-c2cccc(C(F)(F)F)n2)nc(=Nc2ccnc(C(F)(F)F)c2)[n-]1,"InChI=1S/C19H15F6N7O/c1-17(2,33)9-27-15-30-14(11-4-3-5-12(29-11)18(20,21)22)31-16(32-15)28-10-6-7-26-13(8-10)19(23,24)25/h3-8,33H,9H2,1-2H3/q-2",1,enasidenib mesylate,Heart Damage,wp
242,sirturo,bedaquiline fumarate,bedaquiline fumarate,most,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CC[NH+](C)C)c1cccc2ccccc12,"InChI=1S/C32H31BrN2O2/c1-35(2)19-18-32(36,28-15-9-13-22-10-7-8-14-26(22)28)30(23-11-5-4-6-12-23)27-21-24-20-25(33)16-17-29(24)34-31(27)37-3/h4-17,20-21,30,36H,18-19H2,1-3H3/p+1",1,bedaquiline fumarate,Arrhythmia,bw
243,fosphenytoin,fosphenytoin sodium,fosphenytoin sodium,most,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)[NH+]1CO[P](=O)(=O)O,"InChI=1S/C16H14N2O6P/c19-14-16(12-7-3-1-4-8-12,13-9-5-2-6-10-13)17-15(20)18(14)11-24-25(21,22)23/h1-10H,11H2,(H,17,20)(H,21,22,23)/p+1",1,fosphenytoin sodium,Mixed,bw
244,emcyt,estramustine phosphate sodium,estramustine phosphate sodium,most,CC12CCC3c4ccc(OC(=O)[NH+](CCCl)CCCl)cc4CCC3C1CCC2O[P](=O)(=O)O,"InChI=1S/C23H31Cl2NO6P/c1-23-9-8-18-17-5-3-16(31-22(27)26(12-10-24)13-11-25)14-15(17)2-4-19(18)20(23)6-7-21(23)32-33(28,29)30/h3,5,14,18-21H,2,4,6-13H2,1H3,(H,28,29,30)/p+1",1,estramustine phosphate sodium,Heart Damage,wp
245,meloxicam,meloxicam,meloxicam,most,Cc1c[n-]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)s1,"InChI=1S/C14H13N3O4S2/c1-8-7-15-14(22-8)16-13(19)11-12(18)9-5-3-4-6-10(9)23(20,21)17(11)2/h3-7,11H,1-2H3,(H,15,16,19)",1,meloxicam,Heart Damage,bw
246,,sertindole,sertindole,most,O=C1NCC[NH+]1CC[NH+]1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,"InChI=1S/C24H26ClFN4O/c25-18-1-6-23-21(15-18)22(16-30(23)20-4-2-19(26)3-5-20)17-7-10-28(11-8-17)13-14-29-12-9-27-24(29)31/h1-6,15-17H,7-14H2,(H,27,31)/p+2",1,sertindole,Arrhythmia,Withdraw
247,northera,droxidopa,droxidopa,most,[NH3+]C(C(=O)[O-])C(O)c1ccc([O-])c([O-])c1,"InChI=1S/C9H11NO5/c10-7(9(14)15)8(13)4-1-2-5(11)6(12)3-4/h1-3,7-8,11-13H,10H2,(H,14,15)/p-2",1,droxidopa,Heart Damage,bw
248,plaquenil,hydroxychloroquine sulfate,hydroxychloroquine sulfate,most,CC[NH+](CCO)CCCC(C)N=c1cc[n-]c2cc(Cl)ccc12,"InChI=1S/C18H25ClN3O/c1-3-22(11-12-23)10-4-5-14(2)21-17-8-9-20-18-13-15(19)6-7-16(17)18/h6-9,13-14,23H,3-5,10-12H2,1-2H3/q-1/p+1",1,hydroxychloroquine sulfate,Mixed,wp
249,sotradecol,tetradecyl hydrogen sulfate (ester),tetradecyl hydrogen sulfate (ester),most,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],"InChI=1S/C14H30O4S/c1-5-7-8-13(6-2)9-10-14(11-12(3)4)18-19(15,16)17/h12-14H,5-11H2,1-4H3,(H,15,16,17)/p-1",1,tetradecyl hydrogen sulfate (ester),Heart Damage,wp
250,lenvima,lenvatinib,lenvatinib,most,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,"InChI=1S/C21H19ClN4O4/c1-29-19-10-17-13(9-14(19)20(23)27)18(6-7-24-17)30-12-4-5-16(15(22)8-12)26-21(28)25-11-2-3-11/h4-11H,2-3H2,1H3,(H2,23,27)(H2,25,26,28)",1,lenvatinib,Mixed,wp
251,dofetilide,dofetilide,dofetilide,most,C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3/p+1",1,dofetilide,Arrhythmia,bw
252,sodium tetradecyl sulfate,sodium tetradecyl sulfate,sodium tetradecyl sulfate,most,CCCCCCCCCCCCCCOS(=O)(=O)[O-],"InChI=1S/C14H30O4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-19(15,16)17/h2-14H2,1H3,(H,15,16,17)/p-1",1,sodium tetradecyl sulfate,Heart Damage,wp
253,xyosted,testosterone enanthate,testosterone enanthate,most,CCCCCCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,"InChI=1S/C26H40O3/c1-4-5-6-7-8-24(28)29-23-12-11-21-20-10-9-18-17-19(27)13-15-25(18,2)22(20)14-16-26(21,23)3/h9,20-23H,4-8,10-17H2,1-3H3",1,testosterone enanthate,Heart Damage,bw
254,retevmo,selpercatinib,selpercatinib,most,COc1ccc(C[NH+]2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,"InChI=1S/C29H31N7O3/c1-29(2,37)18-39-24-9-25(28-21(10-30)13-33-36(28)17-24)20-5-6-26(31-12-20)34-15-22-8-23(16-34)35(22)14-19-4-7-27(38-3)32-11-19/h4-7,9,11-13,17,22-23,37H,8,14-16,18H2,1-3H3/p+1",1,selpercatinib,Mixed,wp
255,tolmetin sodium,tolmetin sodium,tolmetin sodium,most,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,"InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)/p-1",1,tolmetin sodium,Heart Damage,bw
256,,mibefradil,mibefradil,most,COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[n-]2)CCc2cc(F)ccc2C1C(C)C,"InChI=1S/C29H37FN3O3/c1-20(2)28-23-12-11-22(30)18-21(23)13-14-29(28,36-27(34)19-35-4)15-17-33(3)16-7-10-26-31-24-8-5-6-9-25(24)32-26/h5-6,8-9,11-12,18,20,28H,7,10,13-17,19H2,1-4H3/q-1/p+1",1,mibefradil,Arrhythmia,Withdraw
257,estradiol valerate,estradiol valerate,estradiol valerate,most,CCCCC(=O)OC1CCC2C3CCc4cc([O-])ccc4C3CCC12C,"InChI=1S/C23H32O3/c1-3-4-5-22(25)26-21-11-10-20-19-8-6-15-14-16(24)7-9-17(15)18(19)12-13-23(20,21)2/h7,9,14,18-21,24H,3-6,8,10-13H2,1-2H3/p-1",1,estradiol valerate,Heart Damage,bw
