,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,DICT _ Concern
172,[O-]C(=O)C1CCn2c1ccc2C(=O)c1ccccc1,C15H12NO3-,254.26,19,11,0.2,3,3,0,67.86,62.13,1.92,2.72,0.96,1.24,2.01,1.77,-3.36,0.111,0.000436,Soluble,-3.68,0.0533,0.00021,Soluble,-3.23,0.151,0.000594,Soluble,1,1,0,0,1,0,0,0,-5.92,0,0,0,0,0,0.85,0,0,0,2.76,most
173,COc1cc2c(cc1OCCC[NH+]1CC[NH+](CC1)C)[n-]cc(c2=Nc1cc(OC)c(cc1Cl)Cl)C#N,C26H30Cl2N5O3+,531.45,36,16,0.38,8,6,2,150.23,85.61,4.73,4.7,0.65,-5.65,5.97,2.08,-5.9,0.000674,1.27e-06,Moderately soluble,-6.23,0.000316,5.94e-07,Poorly soluble,-8.75,9.39e-07,1.77e-09,Poorly soluble,1,0,1,0,0,1,0,0,-6.2,1,2,0,0,0,0.55,0,0,3,4.85,most
174,OC(c1cc([O-])cc(c1)[O-])C[NH2+]C(C)C,C11H16NO3-,210.25,15,6,0.45,4,3,2,56.12,82.96,1.76,0.72,0.65,-3.02,1.0,0.22,-1.63,4.94,0.0235,Very soluble,-2.04,1.92,0.00911,Soluble,-2.01,2.07,0.00984,Soluble,1,0,0,0,0,0,0,0,-7.07,0,0,0,0,0,0.56,0,0,1,1.99,most
175,OC(COc1cccc2c1cccc2)C[NH2+]C(C)C,C16H22NO2+,260.35,19,10,0.38,6,2,2,79.7,46.07,3.25,2.98,1.55,-1.34,3.04,1.9,-3.33,0.123,0.000473,Soluble,-3.61,0.0638,0.000245,Soluble,-4.97,0.00276,1.06e-05,Moderately soluble,1,1,0,1,0,0,0,0,-5.77,0,0,0,0,0,0.55,0,0,0,2.47,most
176,[O-]C(=O)CC1=C(C)C(=Cc2ccc(cc2)[S+](O)C)c2c1cc(F)cc2,C20H17FO3S,356.41,25,12,0.15,4,4,1,98.12,85.66,-10.72,4.33,3.68,3.81,3.51,0.92,-4.87,0.00482,1.35e-05,Moderately soluble,-5.84,0.000511,1.43e-06,Moderately soluble,-6.07,0.000303,8.49e-07,Poorly soluble,1,0,1,0,0,0,0,0,-5.4,0,0,0,0,0,0.55,0,2,2,4.04,most
177,[O-]C(=O)c1ccccc1Nc1cccc(c1C)C,C15H14NO2-,240.28,18,12,0.13,3,2,1,70.93,52.16,2.26,5.12,2.41,2.22,3.1,3.02,-4.85,0.00339,1.41e-05,Moderately soluble,-5.96,0.000264,1.1e-06,Moderately soluble,-5.12,0.00182,7.57e-06,Moderately soluble,1,1,0,1,0,0,0,0,-4.13,0,0,0,0,1,0.85,0,0,2,1.98,most
178,[O-]C(=O)C(c1cccc(c1)Oc1ccccc1)C,C15H13O3-,241.26,18,12,0.13,4,3,0,67.37,49.36,2.37,3.31,2.33,3.06,2.99,2.81,-3.65,0.054,0.000224,Soluble,-4.02,0.0229,9.49e-05,Moderately soluble,-4.47,0.00818,3.39e-05,Moderately soluble,1,1,0,1,0,0,0,0,-5.42,0,0,0,0,0,0.85,0,0,1,2.38,most
179,O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C,C14H30N2O4++,290.4,20,0,0.86,11,4,0,76.73,52.6,-6.95,0.57,0.27,-6.35,-4.12,-3.32,-1.27,15.5,0.0533,Very soluble,-1.25,16.4,0.0566,Very soluble,-4.12,0.0223,7.67e-05,Moderately soluble,1,0,1,0,0,0,0,0,-7.67,0,0,1,0,0,0.55,0,2,1,2.86,most
180,CC(COc1c(C)cccc1C)[NH3+],C11H18NO+,180.27,13,6,0.45,3,1,1,56.45,36.87,2.51,2.15,1.31,-1.56,2.45,1.37,-2.46,0.631,0.0035,Soluble,-2.56,0.5,0.00278,Soluble,-3.39,0.0731,0.000406,Soluble,1,1,0,0,0,0,0,0,-5.87,0,0,0,0,1,0.55,0,0,1,2.03,most
181,CC(C1=[NH+]CCN1)Oc1c(Cl)cccc1Cl,C11H13Cl2N2O+,260.14,16,6,0.36,3,1,2,74.76,35.23,2.41,2.58,0.08,2.66,3.89,2.33,-3.16,0.181,0.000695,Soluble,-2.97,0.28,0.00108,Soluble,-4.72,0.00491,1.89e-05,Moderately soluble,1,0,0,1,0,0,1,0,-6.06,0,0,0,0,0,0.55,0,0,0,3.37,most
182,CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)OC,C38H70NO13+,748.96,52,0,0.95,8,13,5,195.35,184.11,3.92,3.16,1.02,-4.23,1.27,1.03,-5.95,0.000847,1.13e-06,Moderately soluble,-6.7,0.000151,2.01e-07,Poorly soluble,-3.09,0.606,0.000809,Soluble,0,0,1,0,0,0,0,0,-8.63,2,3,1,1,3,0.17,0,0,2,8.95,most
183,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)OC(=O)C,C23H32NO2+,354.51,26,12,0.43,9,2,1,109.29,30.74,3.73,4.27,3.24,0.68,4.89,3.36,-4.48,0.0119,3.35e-05,Moderately soluble,-4.63,0.00835,2.36e-05,Moderately soluble,-6.79,5.76e-05,1.63e-07,Poorly soluble,1,1,1,0,0,0,0,0,-5.43,0,0,0,0,0,0.55,0,0,3,3.64,most
184,Fc1ccc2c(c1)onc2C1CC[NH+](CC1)CCc1c(C)nc2n(c1=O)CCCC2O,C23H28FN4O3+,427.49,31,15,0.52,4,6,2,119.83,85.59,3.86,2.17,1.38,-1.29,3.58,1.94,-3.95,0.0478,0.000112,Soluble,-3.6,0.107,0.000251,Soluble,-5.94,0.000491,1.15e-06,Moderately soluble,1,0,1,0,0,0,0,0,-7.37,0,0,0,0,0,0.55,0,0,1,4.83,most
185,ClCC[NH2+]P1(=O)OCCC[NH+]1CCCl,C7H17Cl2N2O2P++,263.1,14,0,1.0,5,2,2,64.82,57.16,2.08,0.86,-0.94,-6.4,1.13,-0.65,-1.68,5.46,0.0207,Very soluble,-1.64,5.97,0.0227,Very soluble,-2.71,0.512,0.00195,Soluble,1,0,0,0,0,0,0,0,-7.29,0,1,0,0,0,0.55,0,2,0,4.4,most
186,COC(=O)CCc1ccc(cc1)OCC(C[NH2+]C(C)C)O,C16H26NO4+,296.38,21,6,0.56,10,4,2,82.86,72.37,3.5,1.85,0.5,-2.08,2.72,1.3,-2.39,1.19,0.00403,Soluble,-2.99,0.303,0.00102,Soluble,-4.17,0.0199,6.71e-05,Moderately soluble,1,0,0,0,0,0,0,0,-6.79,0,0,0,0,0,0.55,0,0,1,2.72,most
187,CCCCc1oc2c(c1C(=O)c1ccc(cc1)OCCC[NH+](CCCC)CCCC)cc(cc2)NS(=O)(=O)C,C31H45N2O5S+,557.76,39,15,0.52,18,5,2,162.46,98.43,5.26,7.23,6.52,-0.9,7.03,5.03,-6.95,6.26e-05,1.12e-07,Poorly soluble,-9.12,4.22e-07,7.57e-10,Poorly soluble,-10.97,6.03e-09,1.08e-11,Insoluble,0,0,1,1,1,0,0,0,-4.57,1,4,1,1,2,0.55,0,0,3,4.74,most
188,O=C1NC(CC2OC2(C)CCCC(C(C(C(=O)C(C(C1)O)(C)C)C)O)C)C(=Cc1csc(n1)C)C,C27H42N2O5S,506.7,35,5,0.74,2,6,3,144.19,140.29,3.75,3.62,3.56,1.22,4.78,3.39,-5.24,0.00294,5.81e-06,Moderately soluble,-6.25,0.000282,5.57e-07,Poorly soluble,-5.09,0.00408,8.05e-06,Moderately soluble,0,0,1,0,0,0,0,1,-6.82,1,3,1,1,0,0.55,0,1,2,6.4,most
189,CON=C1CN(CC1C[NH3+])c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)[O-],C18H20FN5O4,389.38,28,10,0.44,5,7,1,102.73,127.49,2.27,-0.69,-1.11,-2.99,1.23,-0.26,-1.75,6.86,0.0176,Very soluble,-1.51,12.0,0.0307,Very soluble,-3.02,0.375,0.000964,Soluble,1,0,0,0,0,0,0,0,-9.17,0,1,0,0,0,0.55,0,2,1,3.66,most
190,FC(C(F)(F)F)(C(F)(F)F)F,C3F8,188.02,11,0,1.0,2,8,0,17.06,0.0,0.0,3.12,6.11,2.96,3.38,3.11,-2.84,0.272,0.00145,Soluble,-2.79,0.306,0.00163,Soluble,-2.26,1.03,0.00547,Soluble,0,0,0,0,0,0,0,0,-5.23,0,3,0,1,3,0.55,0,1,1,1.35,most
191,N#Cc1ccnc(c1)[NH+]1C(=O)CCC1C(=O)[NH+](C(c1ccccc1Cl)C(=O)NC1CC(C1)(F)F)c1cncc(c1)F,C28H24ClF3N6O3++,584.98,41,18,0.29,9,11,3,146.08,121.69,2.76,3.37,2.3,-4.49,4.04,1.6,-5.32,0.00279,4.78e-06,Moderately soluble,-5.6,0.00146,2.49e-06,Moderately soluble,-8.25,3.27e-06,5.6e-09,Poorly soluble,1,0,1,0,0,1,0,0,-7.48,1,2,0,0,1,0.55,0,0,2,4.5,most
192,[O-]C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,C14H10Cl2NO2-,295.14,19,12,0.07,4,2,1,75.61,52.16,2.35,4.4,3.03,3.84,3.74,3.47,-4.65,0.00668,2.26e-05,Moderately soluble,-5.21,0.00181,6.13e-06,Moderately soluble,-5.97,0.000318,1.08e-06,Moderately soluble,1,1,0,1,1,1,1,0,-4.98,0,0,0,0,0,0.85,0,0,1,2.2,most
193,[O-]C(=O)C,C2H3O2-,59.04,4,0,0.5,0,2,0,11.56,40.13,0.63,-0.21,-1.24,-0.49,-0.48,-0.36,-0.07,49.8,0.844,Very soluble,-0.18,39.4,0.667,Very soluble,0.53,202.0,3.42,Soluble,0,0,0,0,0,0,0,0,-6.81,0,4,0,0,2,0.85,0,0,1,1.0,most
194,C=CC(=O)Nc1cc(N=c2[n-]ccc(n2)c2cn(c3c2cccc3)C)c(cc1N(CC[NH+](C)C)C)OC,C28H33N7O2,499.61,37,21,0.25,10,5,2,149.34,89.08,3.02,3.07,1.95,-1.9,4.05,2.04,-4.63,0.0117,2.34e-05,Moderately soluble,-4.61,0.0123,2.47e-05,Moderately soluble,-8.23,2.96e-06,5.93e-09,Poorly soluble,1,0,1,0,1,1,0,0,-7.17,0,2,0,0,0,0.55,0,1,2,4.17,most
195,[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])O,C6H5O7---,189.1,13,0,0.5,5,7,1,31.64,140.62,-0.81,-1.72,-5.25,-1.48,-1.6,-2.17,0.4,476.0,2.52,Highly soluble,-0.72,36.1,0.191,Very soluble,1.71,9740.0,51.5,Soluble,0,0,0,0,0,0,0,0,-8.67,0,3,1,1,1,0.56,0,0,1,2.09,most
196,C[NH+]1CC[NH+]2C(C1)c1ccccc1Cc1c2nccc1,C17H21N3++,267.37,20,12,0.35,0,2,2,89.92,21.77,2.48,2.65,-1.31,-4.8,2.27,0.26,-3.61,0.0655,0.000245,Soluble,-2.76,0.466,0.00174,Soluble,-4.75,0.00471,1.76e-05,Moderately soluble,0,0,1,0,0,0,0,0,-6.05,0,1,0,0,0,0.55,0,0,0,3.74,most
197,COc1ccc(cc1)CC[NH+]1CCC(CC1)N=C1[N-]C2C(N1Cc1ccc(cc1)F)CCCC2,C28H37FN4O,464.62,34,12,0.54,7,4,1,147.32,29.27,4.74,4.86,3.11,0.67,5.0,3.68,-5.58,0.00122,2.62e-06,Moderately soluble,-5.21,0.00287,6.18e-06,Moderately soluble,-7.79,7.55e-06,1.63e-08,Poorly soluble,1,1,1,0,0,0,1,1,-5.68,0,2,0,0,0,0.55,0,1,2,4.91,most
198,COc1cc2c(cc1OC)CC[NH+]1C2CC(=O)C(C1)CC(C)C,C19H28NO3+,318.43,23,6,0.63,4,3,1,96.37,39.97,3.45,2.95,1.12,-1.47,3.54,1.92,-3.6,0.0797,0.00025,Soluble,-3.45,0.113,0.000353,Soluble,-4.56,0.00869,2.73e-05,Moderately soluble,1,1,0,0,0,0,0,0,-6.15,0,0,0,0,0,0.55,0,0,0,3.7,most
199,NC(=O)CC(C(=O)NC(C(C[NH+]1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,C38H51N6O5+,671.85,49,16,0.5,16,6,6,193.83,167.95,3.66,4.24,1.29,-2.29,3.84,2.15,-5.86,0.000923,1.37e-06,Moderately soluble,-7.48,2.23e-05,3.33e-08,Poorly soluble,-8.54,1.92e-06,2.85e-09,Poorly soluble,0,0,1,0,0,0,0,1,-7.39,3,3,2,1,4,0.17,0,0,3,6.07,most
200,Fc1ccc(cc1)C(=O)CCC[NH+]1CCC(=CC1)N1C(=O)[N-]C2C1CCCC2,C22H28FN3O2,385.48,28,6,0.55,6,4,1,118.0,41.82,3.4,2.74,2.36,-0.74,3.12,2.18,-3.72,0.0737,0.000191,Soluble,-3.27,0.206,0.000534,Soluble,-5.0,0.00382,9.91e-06,Moderately soluble,1,1,1,0,0,0,0,0,-6.71,0,0,0,0,0,0.55,0,0,1,4.74,most
201,C[NH+]1CCN(CC1)c1ccc(c(c1)[NH2+]C1CCOCC1)C(=O)N=c1[n-][n-]c2c1cc(cc2)Cc1cc(F)cc(c1)F,C31H34F2N6O2,560.64,41,21,0.35,7,8,2,161.3,88.73,4.7,5.87,1.15,-2.89,6.22,3.01,-6.93,6.57e-05,1.17e-07,Poorly soluble,-7.51,1.75e-05,3.12e-08,Poorly soluble,-9.78,9.39e-08,1.67e-10,Poorly soluble,1,0,1,0,0,1,0,0,-5.55,1,3,0,0,1,0.55,0,1,2,4.92,most
202,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,C13H12F2N6O,306.27,22,16,0.23,5,7,1,70.71,81.65,0.41,0.35,1.47,1.47,0.71,0.88,-2.17,2.08,0.0068,Soluble,-1.63,7.2,0.0235,Very soluble,-3.54,0.0883,0.000288,Soluble,1,0,1,0,1,0,0,0,-7.92,0,0,0,0,0,0.55,0,0,0,2.45,most
203,O=S(=O)([NH+]1CCCC1)Cc1ccc2c(c1)c(CC[NH+](C)C)c[nH]2,C17H27N3O2S++,337.48,23,9,0.53,6,2,3,100.66,67.19,2.41,1.92,-0.09,-5.35,2.38,0.25,-3.04,0.311,0.000921,Soluble,-2.95,0.375,0.00111,Soluble,-4.95,0.0038,1.12e-05,Moderately soluble,1,0,1,0,0,0,0,0,-7.0,0,0,0,0,0,0.55,0,0,0,2.92,most
204,FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,C14H9ClF3NO2,315.67,21,6,0.36,1,5,1,73.18,38.33,2.68,4.01,4.67,3.61,4.01,3.8,-4.47,0.0107,3.4e-05,Moderately soluble,-4.52,0.00959,3.04e-05,Moderately soluble,-4.78,0.00519,1.64e-05,Moderately soluble,1,1,1,1,1,1,0,0,-5.38,0,0,0,0,0,0.55,0,1,1,3.56,most
205,COC1C[NH+](CCCOc2ccc(cc2)F)CCC1NC(=O)c1cc(Cl)c(cc1OC)N,C23H30ClFN3O4+,466.95,32,12,0.43,10,5,3,126.52,87.25,3.81,3.4,1.99,-1.48,3.53,2.25,-4.49,0.015,3.2e-05,Moderately soluble,-4.91,0.00572,1.23e-05,Moderately soluble,-6.78,7.68e-05,1.64e-07,Poorly soluble,1,0,1,0,0,0,1,1,-6.73,0,0,0,0,0,0.55,0,1,2,4.15,most
206,N=c1[n-]ccc(n1)c1sc(nc1c1cccc(c1F)NS(=O)(=O)c1c(F)cccc1F)C(C)(C)C,C23H19F3N5O2S2-,518.55,35,23,0.17,6,9,2,126.88,145.31,3.01,4.91,6.98,3.01,6.5,4.88,-6.24,0.000299,5.77e-07,Poorly soluble,-7.7,1.04e-05,2.01e-08,Poorly soluble,-9.98,5.48e-08,1.06e-10,Poorly soluble,0,0,0,0,0,0,0,0,-5.98,1,2,1,2,0,0.56,0,0,2,4.02,most
207,[O-]C(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,C18H14NO3-,292.31,22,17,0.11,5,4,0,81.78,66.16,2.49,4.19,2.69,2.22,4.08,3.13,-4.53,0.00855,2.93e-05,Moderately soluble,-5.29,0.0015,5.15e-06,Moderately soluble,-6.45,0.000104,3.56e-07,Poorly soluble,1,1,0,1,1,1,1,0,-5.11,0,0,0,0,0,0.85,0,0,1,3.21,most
208,C=CC(=O)Nc1cc(N=c2[n-]cc(c(n2)c2cn(c3c2cccc3)C)C(=O)OC(C)C)c(cc1N(CC[NH+](C)C)C)OC,C32H39N7O4,585.7,43,21,0.31,13,7,2,170.23,115.38,3.59,3.94,2.52,-1.66,4.78,2.63,-5.46,0.00205,3.49e-06,Moderately soluble,-6.06,0.000507,8.66e-07,Poorly soluble,-8.63,1.36e-06,2.32e-09,Poorly soluble,1,0,1,0,1,1,0,0,-7.08,2,3,1,0,0,0.17,0,1,3,4.77,most
209,[NH3+]CCCCC(C(=O)NC(Cc1ccccc1)C)[NH3+],C15H27N3O++,265.39,19,6,0.53,9,1,3,80.8,84.38,2.53,1.19,-0.24,-5.86,1.99,-0.08,-1.87,3.54,0.0133,Very soluble,-2.56,0.734,0.00277,Soluble,-4.19,0.0171,6.46e-05,Moderately soluble,1,0,0,0,0,0,0,0,-7.07,0,0,0,0,0,0.55,0,0,1,2.67,most
210,[O-]C(=O)P(=O)(=O)O,CHO5P-,123.99,7,0,0.0,1,5,1,16.59,128.64,-6.51,-1.82,-1.05,-2.27,0.2,-2.29,0.6,498.0,4.02,Highly soluble,-0.36,53.6,0.432,Very soluble,1.44,3440.0,27.7,Soluble,1,0,1,0,0,0,0,0,-8.35,0,4,0,0,2,0.56,0,1,1,3.44,most
211,COc1ccsc1C[NH2+]CCC1(CCOC2(C1)CCCC2)c1ccccn1,C22H31N2O2S+,387.56,27,11,0.59,7,3,1,111.77,76.2,4.09,3.49,3.51,-1.2,5.91,3.16,-4.28,0.0203,5.24e-05,Moderately soluble,-4.77,0.00654,1.69e-05,Moderately soluble,-7.35,1.72e-05,4.44e-08,Poorly soluble,1,1,1,0,0,1,0,0,-6.19,0,0,0,0,0,0.55,0,0,1,4.34,most
212,COC(C[N+]#[C-])(C)C,C6H11NO,113.16,8,0,0.83,2,2,0,31.59,9.23,0.0,0.39,1.33,0.46,-0.19,0.4,-0.66,25.0,0.221,Very soluble,-0.15,80.2,0.708,Very soluble,-1.27,6.1,0.054,Soluble,1,1,0,0,0,0,0,0,-6.71,0,3,0,0,1,0.55,0,1,1,2.01,most
213,C[NH+]1CCN(CC1)C1=[NH+]c2cc(Cl)ccc2Nc2c1cccc2,C18H21ClN4++,328.84,23,12,0.28,1,0,3,111.98,33.68,2.83,3.23,-1.14,-0.37,3.31,1.57,-4.23,0.0192,5.84e-05,Moderately soluble,-3.61,0.0807,0.000245,Soluble,-6.03,0.000306,9.31e-07,Poorly soluble,0,0,1,1,0,0,1,1,-6.01,0,1,0,0,0,0.55,0,0,0,4.21,most
214,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(c(c1)C(F)(F)F)C#N,C21H15F4N5O2S,477.43,33,12,0.29,5,8,1,118.94,121.42,2.69,2.98,4.34,2.2,4.44,3.33,-4.62,0.0115,2.42e-05,Moderately soluble,-5.19,0.00306,6.41e-06,Moderately soluble,-6.33,0.000223,4.67e-07,Poorly soluble,1,0,0,0,1,1,0,1,-7.1,0,0,0,0,0,0.55,0,1,1,3.88,most
215,N#Cc1ccc(cc1)NC(=O)NC1CC[NH+](C(C1)c1[n-]c2c(n1)cccc2)C,C21H22N6O,374.44,28,15,0.29,5,4,3,111.46,95.14,2.73,2.37,0.71,-2.05,2.07,1.17,-3.72,0.0712,0.00019,Soluble,-4.01,0.0367,9.81e-05,Moderately soluble,-6.16,0.000259,6.92e-07,Poorly soluble,1,0,1,0,0,0,0,1,-6.9,0,0,0,0,0,0.55,0,0,1,3.81,most
216,COc1ccccc1OCC[NH2+]CC(COc1cccc2c1c1ccccc1[nH]2)O,C24H27N2O4+,407.48,30,19,0.25,10,4,3,119.25,80.32,3.45,4.37,2.71,-1.73,4.55,2.67,-4.93,0.00481,1.18e-05,Moderately soluble,-5.77,0.000688,1.69e-06,Moderately soluble,-8.14,2.92e-06,7.16e-09,Poorly soluble,1,0,1,1,1,1,0,0,-5.68,0,0,0,0,0,0.55,0,0,3,3.38,most
217,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(CC2OC)C)C(=O)C(=O)[NH+]2C(C(=O)OC(C(C(CC1=O)O)C)C(=CC1CCC(C(C1)OC)O)C)CCCC2,C44H70NO12+,805.03,57,0,0.77,7,13,4,221.27,179.56,4.9,5.35,2.84,-2.5,3.43,2.8,-7.74,1.47e-05,1.82e-08,Poorly soluble,-8.87,1.08e-06,1.34e-09,Poorly soluble,-4.55,0.0228,2.84e-05,Moderately soluble,0,0,1,0,0,0,0,0,-7.41,2,3,1,1,4,0.17,0,2,2,9.71,most
218,C[NH+]1CC[NH+](CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)N=c1[n-]ccc(n1)c1cccnc1)C,C29H32N7O+,494.61,37,24,0.24,7,5,3,154.07,89.01,3.86,2.87,-0.3,-5.15,4.79,1.21,-4.73,0.00915,1.85e-05,Moderately soluble,-4.4,0.0198,3.99e-05,Moderately soluble,-9.67,1.05e-07,2.12e-10,Poorly soluble,1,0,1,0,0,1,0,0,-7.28,0,2,0,0,0,0.55,0,0,1,4.69,most
219,COc1cc(ccc1OCCC[NH+]1CCC(CC1)c1noc2c1ccc(c2)F)C(=O)C,C24H28FN2O4+,427.49,31,15,0.42,8,6,1,120.94,66.0,4.25,4.1,3.45,-0.97,5.08,3.18,-4.9,0.00534,1.25e-05,Moderately soluble,-5.19,0.00275,6.43e-06,Moderately soluble,-7.52,1.29e-05,3.01e-08,Poorly soluble,1,1,1,0,0,1,0,0,-6.0,0,0,0,0,0,0.55,0,0,3,4.31,most
220,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(CC(C(=O)C(C2C1(C)OC(=O)[NH+]2CCCCn1cnc(c1)c1cccnc1)C)C)(C)OC,C43H67N5O10++,814.02,58,11,0.72,11,13,3,223.6,174.25,5.21,4.16,1.71,-7.21,3.04,1.38,-6.92,9.74e-05,1.2e-07,Poorly soluble,-7.53,2.42e-05,2.97e-08,Poorly soluble,-7.3,4.11e-05,5.05e-08,Poorly soluble,0,0,1,0,0,0,0,0,-8.31,2,3,2,1,3,0.17,0,2,3,8.85,most
221,COc1ccccc1OCC(C[NH+]1CC[NH+](CC1)CC(=O)Nc1c(C)cccc1C)O,C24H35N3O4++,429.55,31,12,0.46,10,4,4,131.44,76.67,3.61,2.73,-1.48,-6.08,3.07,0.37,-3.85,0.0607,0.000141,Soluble,-3.99,0.0435,0.000101,Soluble,-5.92,0.000512,1.19e-06,Moderately soluble,1,0,1,0,0,0,0,0,-6.98,0,2,0,0,0,0.55,0,0,2,4.11,most
222,CCCCCCOC(=O)[NH+]=C(c1ccc(cc1)NCc1nc2c(n1C)ccc(c2)C(=O)N(c1ccccn1)CCC(=O)OCC)N,C34H42N7O5+,628.74,46,21,0.35,19,7,3,179.56,155.64,4.7,5.65,3.34,3.27,4.87,4.37,-6.38,0.000261,4.15e-07,Poorly soluble,-8.68,1.31e-06,2.08e-09,Poorly soluble,-9.66,1.37e-07,2.18e-10,Poorly soluble,0,0,1,0,0,0,1,1,-6.12,2,3,2,1,4,0.17,0,3,3,4.76,most
223,CC(CC1C(=O)[NH+]2CCCC2C2([NH+]1C(=O)C(O2)(NC(=O)C1=CC2C([NH+](C1)C)Cc1c3c2cccc3[nH]c1Br)C(C)C)O)C,C32H43BrN5O5+++,657.62,43,9,0.59,6,7,6,179.69,121.81,4.31,4.07,-2.19,-8.23,3.05,0.2,-6.24,0.000378,5.75e-07,Poorly soluble,-6.33,0.000306,4.65e-07,Poorly soluble,-6.11,0.000516,7.85e-07,Poorly soluble,0,0,1,0,0,0,0,0,-7.42,2,4,0,0,2,0.17,0,0,2,6.54,most
224,CCC1C[NH+](CC1c1cnc2n1c1cc[nH]c1nc2)C(=O)NCC(F)(F)F,C17H20F3N6O+,381.38,27,12,0.47,6,7,3,97.51,79.52,2.5,2.69,2.37,-2.06,1.76,1.45,-3.83,0.0561,0.000147,Soluble,-4.01,0.0371,9.72e-05,Moderately soluble,-4.61,0.00945,2.48e-05,Moderately soluble,1,0,1,0,0,0,0,0,-6.72,0,0,0,0,0,0.55,0,0,1,3.79,most
225,COc1cc(N=c2[n-]cc(c(n2)N=c2ccc3c([n-]2)N(COP(=O)(=O)O)C(=O)C(O3)(C)C)F)cc(c1OC)OC,C23H23FN6O9P--,577.44,40,18,0.3,8,15,1,135.55,218.36,-7.6,-0.22,1.67,0.4,3.25,-0.5,-3.09,0.473,0.000819,Soluble,-3.91,0.0713,0.000123,Soluble,-6.58,0.000153,2.65e-07,Poorly soluble,0,0,1,0,0,0,0,0,-9.98,2,2,1,1,2,0.11,0,1,2,4.56,most
226,[NH3+]CCCCC1NC(=O)C(NC(=O)C(NC(=O)C2[NH+](C(=O)C(NC(=O)C(NC1=O)Cc1ccc(cc1)OCc1ccccc1)Cc1ccccc1)CC(C2)OC(=O)NCC[NH3+])c1ccccc1)Cc1c[nH]c2c1cccc2,C58H69N10O9+++,1050.23,77,33,0.33,19,10,10,313.81,285.64,4.49,4.69,-2.24,-10.67,4.47,0.15,-8.37,4.49e-06,4.27e-09,Poorly soluble,-10.42,4.03e-08,3.83e-11,Insoluble,-16.62,2.53e-14,2.41e-17,Insoluble,0,0,1,0,0,0,0,0,-9.38,3,4,2,1,5,0.17,0,0,3,8.95,most
227,OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO,C24H40N8O4,504.63,36,10,0.75,12,8,4,146.32,145.44,3.92,0.69,-0.78,-0.01,0.28,0.82,-2.82,0.769,0.00152,Soluble,-3.32,0.241,0.000477,Soluble,-3.46,0.175,0.000347,Soluble,0,0,1,0,0,0,0,1,-8.89,2,4,2,1,0,0.17,0,0,2,4.03,most
228,C[NH2+]CC(C(C(C(CO)O)O)O)O,C7H18NO5+,196.22,13,0,1.0,6,5,6,45.63,117.76,0.66,-2.85,-4.38,-6.1,-1.72,-2.88,1.13,2680.0,13.6,Highly soluble,0.93,1680.0,8.58,Highly soluble,1.55,6930.0,35.3,Soluble,0,0,0,0,0,0,0,0,-9.52,1,1,0,0,3,0.55,0,0,1,3.17,most
229,COc1cc(OC)cc(c1C(=O)CCC[NH+]1CCCC1)OC,C17H26NO4+,308.39,22,6,0.59,8,4,1,90.61,49.2,3.38,2.34,0.97,-2.5,3.38,1.51,-2.9,0.388,0.00126,Soluble,-3.01,0.3,0.000971,Soluble,-4.38,0.013,4.22e-05,Moderately soluble,1,1,1,0,0,0,0,0,-6.52,0,0,0,0,0,0.55,0,0,1,2.37,most
